ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
272,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",5,,,
273,510,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
274,510,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
275,511,ENTRY (7-9),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",1,2,3,
276,511,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
277,511,ENTRY (7-9),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",1,2,,
278,511,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
279,511,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,3,
280,511,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
281,511,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
282,511,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
283,511,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
284,511,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
285,511,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
286,511,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
287,511,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
288,511,ENTRY (7-9),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",1,2,3,
289,511,ENTRY (7-9),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",1,2,3,
290,511,ENTRY (7-9),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",1,2,3,
291,511,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
292,511,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
293,511,ENTRY (7-9),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",1,,,
294,511,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
295,511,ENTRY (7-9),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,,
296,511,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
297,511,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
298,511,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
299,511,ENTRY (7-9),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,,,
300,511,ENTRY (7-9),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
301,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
302,511,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
303,511,ENTRY (7-9),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
304,511,ENTRY (7-9),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",1,,,
305,511,ENTRY (7-9),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",1,2,,
306,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
307,511,ENTRY (7-9),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
308,511,ENTRY (7-9),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,,,
309,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
310,511,ENTRY (7-9),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",1,2,,
311,511,ENTRY (7-9),Primary,Job Specific Competencies,Decision Support - Audit Execution,Conducts audits in accordance with Generally Accepted Government Auditing Standards (GAGAS) or Generally Accepted Auditing Standards (GAAS) to provide value-added recommendations that enable better utilization of resources and improvement of mission effectiveness.,1,2,,
312,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",1,2,,
313,511,ENTRY (7-9),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",1,2,3,
314,511,ENTRY (7-9),Secondary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",1,2,,
315,511,ENTRY (7-9),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",1,2,3,
316,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",1,2,,
317,511,ENTRY (7-9),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",1,2,,
318,511,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
319,511,MID (10-13),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",3,,,
320,511,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
321,511,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
322,511,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
323,511,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
324,511,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
325,511,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
326,511,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
327,511,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
328,511,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
329,511,MID (10-13),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,,,
330,511,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
331,511,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
332,511,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
333,511,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
334,511,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
335,511,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
336,511,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",3,,,
337,511,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
338,511,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
339,511,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
340,511,MID (10-13),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",1,2,3,
341,511,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",2,3,,
342,511,MID (10-13),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
343,511,MID (10-13),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
344,511,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
345,511,MID (10-13),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
346,511,MID (10-13),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",2,3,,
347,511,MID (10-13),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",3,4,,
348,511,MID (10-13),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
349,511,MID (10-13),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
350,511,MID (10-13),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,2,3,,
351,511,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,4,,
352,511,MID (10-13),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",3,,,
353,511,MID (10-13),Primary,Job Specific Competencies,Decision Support - Audit Execution,Conducts audits in accordance with Generally Accepted Government Auditing Standards (GAGAS) or Generally Accepted Auditing Standards (GAAS) to provide value-added recommendations that enable better utilization of resources and improvement of mission effectiveness.,3,4,,
354,511,MID (10-13),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",3,4,,
355,511,MID (10-13),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",4,,,
356,511,MID (10-13),Secondary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",3,,,
357,511,MID (10-13),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",4,,,
358,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,,,
359,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,,,
360,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
361,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
362,511,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,4,,
363,511,MID (10-13),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",3,,,
364,511,SENIOR (14-15),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",5,,,
365,511,SENIOR (14-15),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,5,,,
366,511,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
367,511,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
368,511,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",4,,,
369,511,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
370,511,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,5,,
371,511,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
372,511,SENIOR (14-15),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",4,,,
373,511,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
374,511,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
375,511,SENIOR (14-15),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",3,4,,
376,511,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
377,511,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,4,,,
378,511,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
379,511,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
380,511,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
381,511,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
382,511,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
383,511,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
384,511,SENIOR (14-15),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",2,3,,
385,511,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,5,,
386,511,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
387,511,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
388,511,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
389,511,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
390,511,SENIOR (14-15),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",4,,,
391,511,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
392,511,SENIOR (14-15),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
393,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
394,511,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
395,511,SENIOR (14-15),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
396,511,SENIOR (14-15),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",4,5,,
397,511,SENIOR (14-15),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",5,,,
398,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
399,511,SENIOR (14-15),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
400,511,SENIOR (14-15),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,4,5,,
401,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",5,,,
402,511,SENIOR (14-15),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",4,,,
403,511,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support - Audit Execution,Conducts audits in accordance with Generally Accepted Government Auditing Standards (GAGAS) or Generally Accepted Auditing Standards (GAAS) to provide value-added recommendations that enable better utilization of resources and improvement of mission effectiveness.,5,,,
404,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",5,,,
405,511,SENIOR (14-15),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",5,,,
