ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
259,510,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
260,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
261,511,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
262,511,SENIOR (14-15),Secondary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
263,560,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
264,560,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
265,501,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
266,501,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
267,510,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
268,510,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
269,511,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
270,511,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
271,560,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
272,560,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
273,501,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
274,510,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
275,511,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
276,560,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
277,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
278,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
279,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
280,501,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,,,
281,501,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",2,,,
282,510,ENTRY (7-9),Secondary,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,2,3,4
283,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,,,
284,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",2,,,
285,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,,,
286,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",2,,,
287,501,ENTRY (7-9),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",1,2,,
288,501,MID (10-13),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",3,4,,
289,510,ENTRY (7-9),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",1,2,,
290,510,MID (10-13),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",3,4,,
291,501,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,,,
292,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,,,
293,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,,,
294,501,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,3,
295,510,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,3,
296,511,ENTRY (7-9),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,,
297,560,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,3,
298,501,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
299,510,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
300,511,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
301,560,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
302,501,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
303,510,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
304,511,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
305,560,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
306,501,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
307,510,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
308,511,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
309,560,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
310,501,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
311,501,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
312,510,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
313,510,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
314,511,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
315,511,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
316,560,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
317,560,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
318,501,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
319,510,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
320,511,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
321,560,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
322,501,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
323,510,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
324,511,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
325,560,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
326,511,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",3,,,
327,501,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,,,
328,510,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,,,
329,511,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,,,
330,560,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,,,
331,501,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
332,510,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
333,511,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
334,560,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
335,501,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
336,510,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
337,511,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,3,
338,560,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
339,501,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
340,501,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
341,510,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
342,510,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
343,511,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
344,511,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
345,560,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
346,560,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
347,501,ENTRY (7-9),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
348,501,MID (10-13),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
349,501,ENTRY (7-9),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
350,501,MID (10-13),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
351,501,SENIOR (14-15),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
352,501,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
353,501,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
354,501,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
355,501,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
356,501,ENTRY (7-9),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
357,501,MID (10-13),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
358,501,SENIOR (14-15),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
359,501,ENTRY (7-9),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
360,501,MID (10-13),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
361,501,SENIOR (14-15),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
362,501,ENTRY (7-9),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
363,501,MID (10-13),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
364,501,ENTRY (7-9),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,,,
365,501,MID (10-13),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,2,3,,
366,501,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
367,501,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,,,
368,501,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
369,501,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
370,501,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
371,501,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,,,
372,501,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
373,501,SENIOR (14-15),Secondary,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",5,,,
374,501,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
375,501,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
376,501,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
377,501,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
378,501,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
379,501,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
380,501,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
381,501,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
382,501,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
383,501,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
384,501,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
385,501,MID (10-13),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,,
386,501,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
387,510,ENTRY (7-9),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
388,510,MID (10-13),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
389,510,ENTRY (7-9),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
390,510,MID (10-13),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
391,510,SENIOR (14-15),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
392,510,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
393,510,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
394,510,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
395,510,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
396,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
397,510,MID (10-13),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
398,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
399,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
